,PERMNO,TICKER,DLSTCD,bankrupt,date,year,quarter
504,10561,HTPI,570.0,0,1995-09-29,1995,3
505,10562,SOV,231.0,0,2009-01-30,2009,1
506,10563,HRZB,574.0,1,2010-01-29,2010,1
507,10564,ADLA,580.0,0,2002-05-31,2002,2
508,10565,CNBA,570.0,0,1991-03-28,1991,1
509,10566,HVFD,231.0,0,1997-09-30,1997,3
510,10568,SERV,233.0,0,2011-08-31,2011,3
511,10569,CFCX,231.0,0,1996-11-29,1996,4
512,10570,ATCM,234.0,0,1992-06-30,1992,2
513,10571,EATS,584.0,0,2003-05-30,2003,2
514,10572,DEVN,241.0,0,1998-05-29,1998,2
515,10573,BOOK,552.0,0,1997-01-31,1997,1
516,10574,BNT,233.0,0,2008-07-31,2008,3
517,10576,ACIG,233.0,0,1991-03-28,1991,1
518,10577,MDRX,574.0,1,1988-05-31,1988,2
519,10578,ALTI,231.0,0,1995-08-31,1995,3
520,10579,TATM,580.0,0,1989-09-29,1989,3
521,10580,NFSF,241.0,0,1995-06-30,1995,2
522,10581,BNKW,233.0,0,1994-05-31,1994,2
523,10582,EASC,580.0,0,1989-05-31,1989,2
524,10585,GMXC,550.0,0,1989-08-31,1989,3
525,10586,QUIP,233.0,0,2008-06-30,2008,2
526,10587,ICGI,560.0,0,1989-11-30,1989,4
527,10588,GSBI,233.0,0,2003-02-28,2003,1
528,10589,BEEP,233.0,0,1988-02-29,1988,1
529,10590,BIGT,550.0,0,1989-06-30,1989,2
530,10592,ALAR,200.0,0,1986-02-28,1986,1
531,10593,TRSL,560.0,0,1992-04-30,1992,2
532,10594,DME,231.0,0,2002-01-31,2002,1
533,10595,NYCS,580.0,0,1987-08-31,1987,3
534,10596,PBNB,231.0,0,1997-07-31,1997,3
535,10597,FEP,233.0,0,2010-02-26,2010,1
536,10598,BNBC,231.0,0,1999-07-30,1999,3
537,10599,AXLN,560.0,0,1987-11-30,1987,4
538,10600,BFLO,580.0,0,1988-11-30,1988,4
539,10601,CIST,574.0,1,1988-03-31,1988,1
540,10602,TLHT,233.0,0,1990-02-28,1990,1
541,10603,FNBR,233.0,0,1999-05-28,1999,2
542,10604,ARC,231.0,0,2000-04-28,2000,2
543,10605,ACLE,561.0,0,1999-12-31,1999,4
544,10606,WTS,100.0,0,2019-12-31,2019,4
545,10607,MCBKA,560.0,0,1990-06-29,1990,2
546,10608,GKI,584.0,0,1997-05-30,1997,2
547,10609,SSLA,550.0,0,1987-10-30,1987,4
548,10610,MRBL,233.0,0,1996-01-31,1996,1
549,10611,AMI,574.0,1,1998-09-30,1998,3
550,10614,FOOD,233.0,0,1988-08-31,1988,3
551,10615,VPLX,580.0,0,1988-11-30,1988,4
552,10616,NLBW,550.0,0,1991-10-31,1991,4
553,10617,CSBM,233.0,0,1988-12-30,1988,4
554,10618,MSOF,560.0,0,1992-06-30,1992,2
555,10619,MKOR,581.0,0,1991-07-31,1991,3
556,10621,PCES,580.0,0,1988-03-31,1988,1
557,10622,WTBK,233.0,0,2004-03-31,2004,1
558,10623,FRC,233.0,0,2007-09-28,2007,3
559,10624,JWG,233.0,0,2000-12-29,2000,4
560,10625,KOSM,580.0,0,1991-11-29,1991,4
561,10626,LPEP,560.0,0,1989-06-30,1989,2
562,10627,TNTO,560.0,0,1990-06-29,1990,2
563,10628,FAJ,233.0,0,2001-09-28,2001,3
564,10629,FNB,100.0,0,2019-12-31,2019,4
565,10630,CBNB,561.0,0,1994-08-31,1994,3
566,10631,CSAR,560.0,0,1991-10-31,1991,4
567,10632,SSBC,231.0,0,1995-10-31,1995,4
568,10633,SCOM,233.0,0,1996-02-29,1996,1
569,10634,SMTH,561.0,0,1996-11-29,1996,4
570,10635,EDIN,560.0,0,1989-04-28,1989,2
571,10636,QVCN,233.0,0,1995-02-28,1995,1
572,10637,VETX,552.0,0,2002-08-30,2002,3
573,10638,HNBC,231.0,0,2010-04-30,2010,2
574,10640,ACRA,300.0,0,1987-03-31,1987,1
575,10641,HEDT,560.0,0,1988-06-30,1988,2
576,10642,MGEO,580.0,0,1988-02-29,1988,1
577,10643,PAIN,550.0,0,1989-09-29,1989,3
578,10644,TGX,233.0,0,2013-10-31,2013,4
579,10645,LAKE,100.0,0,2019-12-31,2019,4
580,10646,DRNK,231.0,0,1997-11-28,1997,4
581,10649,PTSI,100.0,0,2019-12-31,2019,4
582,10650,AABC,231.0,0,2006-01-31,2006,1
583,10651,BLVD,231.0,0,1994-03-31,1994,1
584,10652,VITC,552.0,0,1993-06-30,1993,2
585,10653,UBN,574.0,1,1991-02-28,1991,1
586,10654,MIDC,231.0,0,1997-05-30,1997,2
587,10656,ACET,574.0,1,2019-04-30,2019,2
588,10657,AD,233.0,0,2007-03-30,2007,1
589,10658,LXU,584.0,0,2000-11-30,2000,4
590,10659,BRLI,231.0,0,2015-08-31,2015,3
591,10660,STON,552.0,0,1993-02-26,1993,1
592,10661,CYAN,100.0,0,2019-12-31,2019,4
593,10662,GVF,231.0,0,1991-07-31,1991,3
594,10664,ACMT,551.0,0,1995-09-29,1995,3
595,10665,MFED,520.0,0,1990-04-30,1990,2
596,10666,ENVS,580.0,0,1989-02-28,1989,1
597,10667,FSYS,231.0,0,2016-06-30,2016,2
598,10668,HNTR,580.0,0,1988-09-30,1988,3
599,10669,KYMDA,233.0,0,1995-12-29,1995,4
600,10670,QUIN,233.0,0,1995-01-31,1995,1
601,10672,ACME,233.0,0,1985-06-28,1985,2
602,10673,BSBK,233.0,0,1988-07-29,1988,3
603,10674,IPUR,581.0,0,1987-10-30,1987,4
604,10675,PULS,231.0,0,1998-12-31,1998,4
605,10676,EROQ,233.0,0,1995-04-28,1995,2
606,10677,CEFR,550.0,0,1990-12-31,1990,4
607,10678,JBIL,560.0,0,1988-07-29,1988,3
608,10679,BBDR,550.0,0,1987-12-31,1987,4
609,10680,DWYR,233.0,0,2003-10-31,2003,4
610,10681,STHF,261.0,0,1989-01-31,1989,1
611,10682,UBMT,231.0,0,2007-02-28,2007,1
612,10683,SFFD,233.0,0,1996-01-31,1996,1
613,10684,DVRFS,550.0,0,1994-01-31,1994,1
614,10685,DRMD,231.0,0,2001-10-31,2001,4
615,10686,VRSI,552.0,0,1992-09-30,1992,3
616,10687,SAII,582.0,0,1994-02-28,1994,1
617,10688,UICO,560.0,0,1997-07-31,1997,3
618,10689,LBUR,552.0,0,1993-01-29,1993,1
619,10690,FFTN,231.0,0,1992-03-31,1992,1
620,10691,ASCL,233.0,0,2005-04-29,2005,2
621,10692,CHTC,580.0,0,1987-03-31,1987,1
622,10693,EHC,100.0,0,2019-12-31,2019,4
623,10694,HAMG,550.0,0,1987-10-30,1987,4
624,10695,ABVE,560.0,0,1991-07-31,1991,3
625,10696,FISV,100.0,0,2019-12-31,2019,4
626,10697,PEBW,231.0,0,1994-05-31,1994,2
627,10699,ACRO,580.0,0,1986-10-31,1986,4
628,10701,MGNC,560.0,0,1991-03-28,1991,1
629,10702,SUR,233.0,0,1995-12-29,1995,4
630,10703,CARE,560.0,0,1988-06-30,1988,2
631,10704,CHIK,233.0,0,1997-09-30,1997,3
632,10705,BIM,231.0,0,1994-11-30,1994,4
633,10706,TPOA,233.0,0,1999-06-30,1999,2
634,10707,PSIX,550.0,0,1992-03-31,1992,1
635,10708,TAYS,550.0,0,1988-11-30,1988,4
636,10709,MANA,233.0,0,2008-04-30,2008,2
637,10710,GNBC,233.0,0,1994-09-30,1994,3
638,10711,MUTU,231.0,0,1990-08-31,1990,3
639,10712,KNMC,581.0,0,1988-09-30,1988,3
640,10713,LTEK,561.0,0,1999-02-26,1999,1
641,10714,CSCI,233.0,0,1997-07-31,1997,3
642,10715,GBAN,233.0,0,1995-08-31,1995,3
643,10716,CCA,231.0,0,1998-12-31,1998,4
644,10717,FGAS,231.0,0,1987-11-30,1987,4
645,10718,CCOR,580.0,0,1995-05-31,1995,2
646,10720,ACTM,231.0,0,1989-07-31,1989,3
647,10721,ARMR,233.0,0,1997-01-31,1997,1
648,10722,HNIS,550.0,0,1992-12-31,1992,4
649,10723,MIHO,233.0,0,1990-06-29,1990,2
650,10724,PFS,231.0,0,1997-05-30,1997,2
651,10725,CF,233.0,0,2004-08-31,2004,3
652,10726,CBLI,570.0,0,2001-01-31,2001,1
653,10729,PAGR,560.0,0,1988-01-29,1988,1
654,10730,TDAY,233.0,0,1996-11-29,1996,4
655,10731,DC,584.0,0,2000-06-30,2000,2
656,10732,ALYX,560.0,0,1988-02-29,1988,1
657,10733,ACPI,233.0,0,1995-11-30,1995,4
658,10734,SHLB,231.0,0,1990-09-28,1990,3
659,10737,MWAV,560.0,0,1991-04-30,1991,2
660,10738,CHPS,233.0,0,1998-01-30,1998,1
661,10739,IDBX,231.0,0,1994-12-30,1994,4
662,10740,STPT,233.0,0,1989-12-29,1989,4
663,10741,CDYN,550.0,0,1988-11-30,1988,4
664,10742,CCMC,551.0,0,1989-06-30,1989,2
665,10743,BHY,233.0,0,1993-07-30,1993,3
666,10745,BPAO,574.0,1,2001-05-31,2001,2
667,10746,CLGB,560.0,0,1988-10-31,1988,4
668,10747,NCCI,560.0,0,1988-12-30,1988,4
669,10748,SSMA,560.0,0,1989-02-28,1989,1
670,10749,KTCO,233.0,0,2001-04-30,2001,2
671,10750,CKE,552.0,0,2001-01-31,2001,1
672,10752,ADAC,233.0,0,2000-12-29,2000,4
673,10753,FTR,584.0,0,2001-02-28,2001,1
674,10754,HFET,231.0,0,1992-12-31,1992,4
675,10755,MWBX,233.0,0,2001-10-31,2001,4
676,10756,PEST,550.0,0,1988-01-29,1988,1
677,10757,HERS,231.0,0,1998-07-31,1998,3
678,10758,UMAP,560.0,0,1993-01-29,1993,1
679,10759,FNPC,231.0,0,1992-07-31,1992,3
680,10760,MBNK,550.0,0,1986-12-31,1986,4
681,10761,MAJ,570.0,0,2004-02-27,2004,1
682,10762,WNSB,233.0,0,1994-09-30,1994,3
683,10763,ANSY,560.0,0,1992-12-31,1992,4
684,10764,APCS,550.0,0,1987-10-30,1987,4
685,10765,CNX,231.0,0,1995-12-29,1995,4
686,10766,MRNO,231.0,0,1989-03-31,1989,1
687,10767,INNS,560.0,0,1992-04-30,1992,2
688,10768,INMC,231.0,0,1996-01-31,1996,1
689,10769,CEBK,241.0,0,2012-11-30,2012,4
690,10770,DOCKS,233.0,0,1997-04-30,1997,2
691,10771,HBSI,231.0,0,1994-04-29,1994,2
692,10772,SED,580.0,0,2013-11-29,2013,4
693,10773,OUTR,560.0,0,1988-05-31,1988,2
694,10774,JSBK,233.0,0,1994-07-29,1994,3
695,10775,HEMA,552.0,0,1998-10-30,1998,4
696,10776,VACP,581.0,0,1991-01-31,1991,1
697,10777,FCNCA,100.0,0,2019-12-31,2019,4
698,10779,BKTI,100.0,0,2019-12-31,2019,4
699,10780,PBKB,233.0,0,2002-02-28,2002,1
700,10781,BKSC,100.0,0,2019-12-31,2019,4
701,10782,FHVN,233.0,0,1988-06-30,1988,2
702,10783,HRIZ,560.0,0,1993-12-31,1993,4
703,10784,SHAW,233.0,0,1987-07-31,1987,3
704,10785,CAMD,233.0,0,2010-01-29,2010,1
705,10786,BS,520.0,0,2002-06-28,2002,2
706,10787,ADSN,233.0,0,1988-03-31,1988,1
707,10788,UFN,233.0,0,1994-01-31,1994,1
708,10789,IFGN,560.0,0,1989-10-31,1989,4
709,10790,SWD,233.0,0,2000-03-31,2000,1
710,10791,SGI,552.0,0,2005-11-30,2005,4
711,10792,CBWV,231.0,0,1993-09-30,1993,3
712,10793,NMBC,560.0,0,1991-02-28,1991,1
713,10795,ADTC,560.0,0,1985-08-30,1985,3
714,10796,POPX,233.0,0,1990-11-30,1990,4
715,10797,AMRI,560.0,0,1991-02-28,1991,1
716,10798,HUSB,560.0,0,1991-09-30,1991,3
717,10799,FFPC,233.0,0,1997-01-31,1997,1
718,10800,EACO,233.0,0,2001-09-28,2001,3
719,10801,MMZ,231.0,0,1992-04-30,1992,2
720,10802,TCST,560.0,0,1989-08-31,1989,3
721,10803,CGE,233.0,0,1999-12-31,1999,4
722,10804,ACCT,560.0,0,1989-09-29,1989,3
723,10805,OBCC,550.0,0,1990-06-29,1990,2
724,10806,FSVP,552.0,0,2001-04-30,2001,2
725,10808,ADDC,580.0,0,1990-06-29,1990,2
726,10809,BSBC,231.0,0,1997-12-31,1997,4
727,10810,ITSC,581.0,0,1991-07-31,1991,3
728,10811,CRIT,233.0,0,1989-06-30,1989,2
729,10812,HTLD,100.0,0,2019-12-31,2019,4
730,10813,MMST,560.0,0,1990-05-31,1990,2
731,10814,DOCP,233.0,0,1997-10-31,1997,4
732,10817,MAXM,580.0,0,1988-05-31,1988,2
733,10818,NOV,561.0,0,1999-11-30,1999,4
734,10819,CDCO,560.0,0,1989-09-29,1989,3
735,10820,VSTR,231.0,0,1995-02-28,1995,1
736,10821,SCOT,231.0,0,1999-03-31,1999,1
737,10822,GAN,570.0,0,2011-01-31,2011,1
738,10823,KSE,231.0,0,1998-05-29,1998,2
739,10824,ADVL,580.0,0,1987-06-30,1987,2
740,10825,TSFG,231.0,0,2010-09-30,2010,3
741,10826,SATL,580.0,0,1988-01-29,1988,1
742,10827,CNM,231.0,0,1995-07-31,1995,3
743,10828,BHAG,233.0,0,2004-08-31,2004,3
744,10829,LCBI,550.0,0,1990-11-30,1990,4
745,10830,STRB,233.0,0,1997-03-31,1997,1
746,10833,WMBS,231.0,0,1994-06-30,1994,2
747,10834,FMLY,231.0,0,1996-12-31,1996,4
748,10835,MILW,233.0,0,1995-10-31,1995,4
749,10836,CTVS,550.0,0,1988-07-29,1988,3
750,10837,USRV,231.0,0,1998-10-30,1998,4
751,10838,CYTR,552.0,0,2019-06-28,2019,2
752,10839,HFIN,231.0,0,1993-06-30,1993,2
753,10840,ENTI,550.0,0,1992-03-31,1992,1
754,10841,FUEL,233.0,0,1994-12-30,1994,4
755,10842,SAZZ,560.0,0,1995-11-30,1995,4
756,10843,AGII,231.0,0,2007-08-31,2007,3
757,10844,IRWN,233.0,0,1989-04-28,1989,2
758,10845,HUFK,200.0,0,1995-10-31,1995,4
759,10846,VIDO,580.0,0,1987-07-31,1987,3
760,10847,FRSH,241.0,0,1999-01-29,1999,1
761,10848,CTRN,561.0,0,1988-12-30,1988,4
762,10849,SPKR,231.0,0,1994-02-28,1994,1
763,10850,MFSB,231.0,0,1992-03-31,1992,1
764,10851,KCFB,231.0,0,1995-01-31,1995,1
765,10852,IINC,591.0,0,1988-05-31,1988,2
766,10853,RENT,231.0,0,2016-01-29,2016,1
767,10854,NSSB,233.0,0,1998-02-27,1998,1
768,10855,HNCP,560.0,0,1990-04-30,1990,2
769,10856,CMOD,580.0,0,1990-11-30,1990,4
770,10857,PLAY,233.0,0,2000-03-31,2000,1
771,10860,OSUR,100.0,0,2019-12-31,2019,4
772,10861,CLIC,233.0,0,1990-03-30,1990,1
773,10862,ADMR,233.0,0,1996-03-29,1996,1
774,10863,ECTL,570.0,0,2001-01-31,2001,1
775,10864,TYRE,581.0,0,1990-09-28,1990,3
776,10865,AHCS,580.0,0,1989-06-30,1989,2
777,10866,CAL,100.0,0,2019-12-31,2019,4
778,10867,ADVC,200.0,0,1995-10-31,1995,4
779,10868,JAMY,561.0,0,1992-05-29,1992,2
780,10869,HDRP,233.0,0,1993-08-31,1993,3
781,10870,PPH,584.0,0,1998-11-30,1998,4
782,10871,SPAIB,231.0,0,1990-02-28,1990,1
783,10872,FMS,584.0,0,1994-05-31,1994,2
784,10873,SFBM,233.0,0,1997-02-28,1997,1
785,10874,BC,100.0,0,2019-12-31,2019,4
786,10875,AROS,231.0,0,1996-01-31,1996,1
787,10876,RHT,231.0,0,2004-01-30,2004,1
788,10877,HMSB,231.0,0,1990-11-30,1990,4
789,10878,CWII,561.0,0,1998-10-30,1998,4
790,10879,GROS,561.0,0,1997-07-31,1997,3
791,10880,MBN,231.0,0,1996-01-31,1996,1
792,10881,ANLT,520.0,0,2007-04-30,2007,2
793,10883,ACTH,580.0,0,1986-11-28,1986,4
794,10884,EDGC,233.0,0,1989-07-31,1989,3
795,10885,PCSI,233.0,0,1990-04-30,1990,2
796,10886,DXYN,100.0,0,2019-12-31,2019,4
797,10887,KFIR,561.0,0,1988-02-29,1988,1
798,10888,SEAS,561.0,0,1994-04-29,1994,2
799,10889,OVON,561.0,0,1999-01-29,1999,1
800,10890,UIS,100.0,0,2019-12-31,2019,4
801,10892,WSFS,100.0,0,2019-12-31,2019,4
802,10893,NHES,231.0,0,1997-12-31,1997,4
803,10894,NOTE,561.0,0,1991-12-31,1991,4
804,10895,RLRF,500.0,0,1987-11-30,1987,4
805,10896,CMIL,580.0,0,1990-07-31,1990,3
806,10897,CBOG,231.0,0,1995-02-28,1995,1
807,10898,SOBK,233.0,0,1991-04-30,1991,2
808,10899,WNDT,231.0,0,1989-03-31,1989,1
809,10900,NKBK,550.0,0,1991-10-31,1991,4
810,10901,ITIC,100.0,0,2019-12-31,2019,4
811,10902,AFSC,231.0,0,2000-06-30,2000,2
812,10904,ADCIA,550.0,0,1986-10-31,1986,4
813,10905,SKC,233.0,0,1998-04-30,1998,2
814,10906,BNK,241.0,0,2005-03-31,2005,1
815,10907,ESSX,233.0,0,1988-03-31,1988,1
816,10908,UNI,233.0,0,2004-06-30,2004,2
817,10909,CERN,100.0,0,2019-12-31,2019,4
818,10910,HESI,560.0,0,1993-03-31,1993,1
819,10912,ACTP,560.0,0,1991-07-31,1991,3
820,10913,FFKT,241.0,0,2018-08-31,2018,3
821,10914,ALW,231.0,0,1997-07-31,1997,3
822,10915,CRPG,550.0,0,1987-10-30,1987,4
823,10916,CMTY,231.0,0,2007-11-30,2007,4
824,10917,PAHC,550.0,0,1990-10-31,1990,4
825,10918,MAYF,233.0,0,1989-05-31,1989,2
826,10919,ZBST,574.0,1,1987-07-31,1987,3
827,10920,LNBK,233.0,0,1988-06-30,1988,2
828,10921,AARN,233.0,0,1988-04-29,1988,2
829,10922,CMHC,233.0,0,1990-05-31,1990,2
830,10923,CPT,233.0,0,1990-10-31,1990,4
831,10924,FPB,560.0,0,2009-02-27,2009,1
832,10925,IDEL,300.0,0,1988-06-30,1988,2
833,10926,FLAG,233.0,0,2006-12-29,2006,4
834,10927,RPSY,561.0,0,1989-07-31,1989,3
835,10928,ORG,580.0,0,2002-08-30,2002,3
836,10929,PTZ,231.0,0,1999-03-31,1999,1
837,10930,APTI,560.0,0,1990-02-28,1990,1
838,10931,LEXB,231.0,0,1995-10-31,1995,4
839,10932,WBS,100.0,0,2019-12-31,2019,4
840,10933,MKL,100.0,0,2019-12-31,2019,4
841,10934,BTCI,580.0,0,1989-07-31,1989,3
842,10935,BOSA,233.0,0,2005-08-31,2005,3
843,10936,ARTU,550.0,0,1987-12-31,1987,4
844,10937,CCDC,233.0,0,2006-08-31,2006,3
845,10940,TMSN,550.0,0,1987-10-30,1987,4
846,10941,LOYC,231.0,0,1995-12-29,1995,4
847,10942,CMVT,231.0,0,2013-02-28,2013,1
848,10943,MISI,580.0,0,1990-06-29,1990,2
849,10944,TLMN,200.0,0,1992-02-28,1992,1
850,10945,ENTG,550.0,0,1991-01-31,1991,1
851,10947,EPIC,581.0,0,1990-08-31,1990,3
852,10948,DUSA,233.0,0,1988-07-29,1988,3
853,10949,LZER,560.0,0,1988-12-30,1988,4
854,10950,XSIR,560.0,0,1994-05-31,1994,2
855,10951,MDSI,560.0,0,1989-05-31,1989,2
856,10952,CDR,100.0,0,2019-12-31,2019,4
857,10953,ALNT,560.0,0,1991-10-31,1991,4
858,10956,ASTN,561.0,0,1992-06-30,1992,2
859,10957,FCIT,231.0,0,1997-08-29,1997,3
860,10958,BENJ,580.0,0,1990-02-28,1990,1
861,10959,INVS,231.0,0,1995-04-28,1995,2
862,10960,FBXC,233.0,0,1990-06-29,1990,2
863,10961,CEBC,231.0,0,2002-11-29,2002,4
864,10963,AIPN,552.0,0,2000-11-30,2000,4
865,10964,NALR,233.0,0,1993-07-30,1993,3
866,10965,CFER,233.0,0,1995-03-31,1995,1
867,10966,AXGN,100.0,0,2019-12-31,2019,4
868,10967,CNR,231.0,0,1996-02-29,1996,1
869,10968,FCHT,241.0,0,1993-01-29,1993,1
870,10969,DMCB,233.0,0,1996-01-31,1996,1
871,10972,RJI,233.0,0,2004-05-28,2004,2
872,10973,MTCH,233.0,0,1988-06-30,1988,2
873,10974,PLE,520.0,0,2008-02-29,2008,1
874,10975,CRYO,560.0,0,1992-10-30,1992,4
875,10976,CBTF,231.0,0,1993-06-30,1993,2
876,10977,ANE,231.0,0,2004-04-30,2004,2
877,10978,MDI,234.0,0,1998-08-31,1998,3
878,10979,CMEP,580.0,0,1987-07-31,1987,3
879,10980,CPST,581.0,0,1992-11-30,1992,4
880,10981,MMS,231.0,0,1994-07-29,1994,3
881,10982,INTX,560.0,0,1987-11-30,1987,4
882,10983,LLSL,231.0,0,1995-06-30,1995,2
883,10984,LEIX,233.0,0,2006-03-31,2006,1
884,10985,HSPA,550.0,0,1989-06-30,1989,2
885,10986,ALBM,561.0,0,1995-05-31,1995,2
886,10987,TESI,552.0,0,2002-10-31,2002,4
887,10988,LENZ,560.0,0,1991-03-28,1991,1
888,10989,BFO,233.0,0,2000-10-31,2000,4
889,10990,AUNL,550.0,0,1987-10-30,1987,4
890,10991,EATN,200.0,0,1993-04-30,1993,2
891,10992,TTGI,550.0,0,1993-02-26,1993,1
892,10993,GLAD,584.0,0,1994-06-30,1994,2
893,10994,NXXI,552.0,0,2009-10-30,2009,4
894,10995,BNF,231.0,0,1994-08-31,1994,3
895,10996,DSTC,550.0,0,1987-10-30,1987,4
896,10998,AQTN,231.0,0,1996-12-31,1996,4
897,10999,ITN,233.0,0,2004-05-28,2004,2
898,11000,ATLI,233.0,0,1998-10-30,1998,4
899,11001,LABK,231.0,0,1996-07-31,1996,3
900,11002,ANOD,560.0,0,1988-01-29,1988,1
901,11003,WPZ,231.0,0,2018-08-31,2018,3
902,11004,CCXLA,233.0,0,1995-05-31,1995,2
903,11005,DCPI,233.0,0,2002-07-31,2002,3
904,11006,FLIC,100.0,0,2019-12-31,2019,4
905,11007,FPGI,561.0,0,1992-02-28,1992,1
906,11008,DMAG,560.0,0,1990-06-29,1990,2
907,11010,AESM,580.0,0,1993-07-30,1993,3
908,11011,USTI,552.0,0,1994-10-31,1994,4
909,11012,EMON,233.0,0,2002-02-28,2002,1
910,11013,DESK,560.0,0,1988-08-31,1988,3
911,11014,NYCO,234.0,0,1996-08-30,1996,3
912,11015,FPCC,560.0,0,1989-07-31,1989,3
913,11016,RDON,560.0,0,1990-10-31,1990,4
914,11017,CMN,231.0,0,1991-12-31,1991,4
915,11018,FBP,100.0,0,2019-12-31,2019,4
916,11019,TRIB,231.0,0,1993-12-31,1993,4
917,11020,NRES,231.0,0,1999-11-30,1999,4
918,11021,FFSB,560.0,0,1990-12-31,1990,4
919,11022,ITHB,233.0,0,1994-11-30,1994,4
920,11023,WWBC,580.0,0,1990-07-31,1990,3
921,11024,PICS,580.0,0,1988-08-31,1988,3
922,11026,ADLA,233.0,0,1985-10-31,1985,4
923,11027,RFIT,560.0,0,1988-05-31,1988,2
924,11028,BOXW,231.0,0,1997-12-31,1997,4
925,11029,CHOP,582.0,0,1988-02-29,1988,1
926,11030,WASC,233.0,0,1988-04-29,1988,2
927,11031,OCOMA,233.0,0,1996-01-31,1996,1
928,11032,HMSD,560.0,0,1991-08-30,1991,3
929,11034,AMSI,580.0,0,1988-03-31,1988,1
930,11035,INSMA,231.0,0,1995-10-31,1995,4
931,11036,GSOF,231.0,0,1998-09-30,1998,3
932,11037,MDTC,233.0,0,1996-07-31,1996,3
933,11038,NWK,233.0,0,2012-08-31,2012,3
934,11039,DDII,560.0,0,1991-10-31,1991,4
935,11040,ROIX,552.0,0,2001-03-30,2001,1
936,11041,CP,331.0,0,1996-07-31,1996,3
937,11042,WCOM,574.0,1,2002-07-31,2002,3
938,11043,PMD,100.0,0,2019-12-31,2019,4
939,11044,HFOX,231.0,0,1992-12-31,1992,4
940,11045,RFED,233.0,0,1997-06-30,1997,2
941,11046,FLBK,231.0,0,1994-02-28,1994,1
942,11047,ASCR,550.0,0,1992-05-29,1992,2
943,11048,EPG,552.0,0,2010-04-30,2010,2
944,11049,GYMS,550.0,0,1989-03-31,1989,1
945,11050,FEDF,231.0,0,1992-09-30,1992,3
946,11051,CLFI,233.0,0,1991-11-29,1991,4
947,11052,PRTK,560.0,0,1990-05-31,1990,2
948,11053,TFSB,233.0,0,1994-05-31,1994,2
949,11054,CCTVY,332.0,0,2004-01-30,2004,1
950,11055,CGUL,584.0,0,2002-05-31,2002,2
951,11056,STSA,241.0,0,2014-04-30,2014,2
952,11057,BIPL,552.0,0,1999-04-30,1999,2
953,11058,BMDC,231.0,0,1992-04-30,1992,2
954,11059,OGHS,520.0,0,1994-03-31,1994,1
955,11060,VFSL,233.0,0,1988-10-31,1988,4
956,11061,GASX,450.0,0,2014-09-30,2014,3
957,11062,DLW,231.0,0,1989-11-30,1989,4
958,11063,RFBI,231.0,0,1991-12-31,1991,4
959,11064,EGFC,231.0,0,1998-04-30,1998,2
960,11065,BRA,231.0,0,1996-05-31,1996,2
961,11066,IFSL,231.0,0,1997-08-29,1997,3
962,11067,BOFI,500.0,0,1988-03-31,1988,1
963,11069,AERO,580.0,0,1988-04-29,1988,2
964,11070,MBSX,233.0,0,1989-06-30,1989,2
965,11071,CECS,560.0,0,1992-11-30,1992,4
966,11072,DTLN,233.0,0,2000-04-28,2000,2
967,11073,SNRG,560.0,0,1990-06-29,1990,2
968,11074,DESB,550.0,0,1990-03-30,1990,1
969,11075,ELIS,580.0,0,1989-06-30,1989,2
970,11077,ASMI,550.0,0,2015-08-31,2015,3
971,11078,FFRV,231.0,0,1997-02-28,1997,1
972,11079,RISE,580.0,0,1990-04-30,1990,2
973,11080,CPSL,560.0,0,1991-12-31,1991,4
974,11081,DELL,233.0,0,2013-10-31,2013,4
975,11082,MRGO,520.0,0,2006-10-31,2006,4
976,11083,DTIM,582.0,0,1993-12-31,1993,4
977,11084,CTY,300.0,0,1987-08-31,1987,3
978,11086,VDSP,233.0,0,1993-06-30,1993,2
979,11087,VHRT,520.0,0,1993-09-30,1993,3
980,11088,DECO,552.0,0,2000-08-31,2000,3
981,11089,PHON,560.0,0,1992-08-31,1992,3
982,11090,ARVI,550.0,0,1988-05-31,1988,2
983,11091,CMFL,560.0,0,1994-05-31,1994,2
984,11093,WYNB,233.0,0,1991-01-31,1991,1
985,11094,CRON,580.0,0,1991-05-31,1991,2
986,11095,FGHC,241.0,0,2003-05-30,2003,2
987,11096,BSBX,580.0,0,1991-04-30,1991,2
988,11097,ALFB,550.0,0,1991-07-31,1991,3
989,11098,CLEO,550.0,0,1989-12-29,1989,4
990,11099,OSBK,231.0,0,1995-04-28,1995,2
991,11100,ITEL,582.0,0,1999-04-30,1999,2
992,11101,WVMT,560.0,0,1991-01-31,1991,1
993,11102,DMCS,560.0,0,1989-02-28,1989,1
994,11103,SSAX,560.0,0,1999-10-29,1999,4
995,11104,MEDX,582.0,0,1988-03-31,1988,1
996,11105,CRT,233.0,0,1988-04-29,1988,2
997,11106,DEMP,552.0,0,2001-03-30,2001,1
998,11107,FFOD,550.0,0,1988-10-31,1988,4
999,11108,MDPI,580.0,0,1989-10-31,1989,4
1000,11109,CECN,580.0,0,1995-08-31,1995,3
1001,11110,THEI,580.0,0,1990-07-31,1990,3
1002,11111,TKVD,580.0,0,1990-06-29,1990,2
1003,11112,TUNX,580.0,0,1988-09-30,1988,3
1004,11114,AGSI,231.0,0,1988-11-30,1988,4
1005,11115,ODYY,231.0,0,1990-09-28,1990,3
1006,11116,RFSB,233.0,0,1990-01-31,1990,1
